id,name,status,nodeCount,nodeNumber,username,tenantId,projectName,mqsVersion,keypair,neutronManagementNetwork,neutronManagementNetworkName,cloudDiskInUse,cloudDiskCapacity,createdAt,realIp,serviceName,administrator,monitorOn,antiAffinity,imageName,imageOsType,frameworkType,availabilityZone,instanceName,internalIp,cpu,ram,disk,version
2d78ccc3-66f5-4611-9ce8-47e8358b9419,es1280021,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:48:26,10.148.128.239,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280021-elasticsearch-master-1-9340f-0,10.148.128.141,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
2d78ccc3-66f5-4611-9ce8-47e8358b9419,es1280021,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:48:26,10.148.128.239,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280021-elasticsearch-master-2-8b060-0,10.148.128.142,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
2d78ccc3-66f5-4611-9ce8-47e8358b9419,es1280021,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:48:26,10.148.128.239,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280021-elasticsearch-core-1-37036-0,10.148.128.143,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
d36ff515-65a1-4290-b0bd-0ec6804d558f,es1280020,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:44:05,10.148.128.238,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280020-elasticsearch-master-1-af19f-0,10.148.128.138,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
d36ff515-65a1-4290-b0bd-0ec6804d558f,es1280020,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:44:05,10.148.128.238,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280020-elasticsearch-master-2-ea09d-0,10.148.128.139,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
d36ff515-65a1-4290-b0bd-0ec6804d558f,es1280020,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:44:05,10.148.128.238,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280020-elasticsearch-core-1-41da2-0,10.148.128.140,8,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
f2d96279-b5ed-48b3-bb89-4fc5661b9013,es1280019,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:38:53,10.148.128.237,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280019-elasticsearch-master-2-68aff-0,10.148.128.136,4,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
f2d96279-b5ed-48b3-bb89-4fc5661b9013,es1280019,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:38:53,10.148.128.237,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280019-elasticsearch-core-1-4e42f-0,10.148.128.137,4,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
f2d96279-b5ed-48b3-bb89-4fc5661b9013,es1280019,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:38:53,10.148.128.237,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280019-elasticsearch-master-1-03e1a-0,10.148.128.135,4,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
a337bf82-2dfc-43b5-b747-e980991cb38b,es1280018,ACTIVE,3,3,sztzyjy,f6f67bd69dc54d54b84b2e7497e69e0a,hlw-海南省教育厅,E7601L02-V500R001B01D021_RC27,dbaas,b12cadf4-7099-4cc3-b388-4b8a19e490ca,hnsjyt-128.0-24,True,0G,2025-09-12 10:33:59,10.148.128.236,elasticsearch,admin,1,False,MQS-NingOS-X86-MQS-1.6,NingOS,x86,HLW_HG4_Domain01,es1280018-elasticsearch-master-1-72615-0,10.148.128.132,4,15360,300,"{'ELASTICSEARCH': '7.10.2', 'KIBANA': '7.10.2'}"
