name,status,nodeNumber,availabilityZone.id,availabilityZone.zone,availabilityZone.virtType,username,projectName,neutronManagementNetworkName,nodeGroups.0.id,nodeGroups.0.name,nodeGroups.0.nodeProcesses.0,nodeGroups.0.nodeProcesses.1,nodeGroups.0.nodeProcesses.2,nodeGroups.0.availabilityZone,nodeGroups.0.instances.0.instanceName,nodeGroups.0.instances.0.instanceId,nodeGroups.0.instances.0.internalIp,nodeGroups.0.instances.0.managementIp,nodeGroups.0.instances.0.id,nodeGroups.0.nodeGroupTemplateId,nodeGroups.0.count,nodeGroups.0.flavorId,nodeGroups.0.cpu,nodeGroups.0.ram,nodeGroups.0.disk,nodeGroups.1.id,nodeGroups.1.name,nodeGroups.1.nodeProcesses.0,nodeGroups.1.nodeProcesses.1,nodeGroups.1.nodeProcesses.2,nodeGroups.1.availabilityZone,nodeGroups.1.instances.0.instanceName,nodeGroups.1.instances.0.instanceId,nodeGroups.1.instances.0.internalIp,nodeGroups.1.instances.0.managementIp,nodeGroups.1.instances.0.id,nodeGroups.1.nodeGroupTemplateId,nodeGroups.1.count,nodeGroups.1.flavorId,nodeGroups.1.cpu,nodeGroups.1.ram,nodeGroups.1.disk,nodeGroups.2.id,nodeGroups.2.name,nodeGroups.2.nodeProcesses.0,nodeGroups.2.nodeProcesses.1,nodeGroups.2.availabilityZone,nodeGroups.2.instances.0.instanceName,nodeGroups.2.instances.0.instanceId,nodeGroups.2.instances.0.internalIp,nodeGroups.2.instances.0.managementIp,nodeGroups.2.instances.0.id,nodeGroups.2.nodeGroupTemplateId,nodeGroups.2.count,nodeGroups.2.flavorId,nodeGroups.2.cpu,nodeGroups.2.ram,nodeGroups.2.disk,realIp,nodeGroups.2.nodeProcesses.2
djqmg049,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,da381dbb-230c-49fa-89fb-83f3029614db,rabbitmq-master-1-0ed31,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djqmg049-rabbitmq-master-1-0ed31-0,67446b71-a35e-4509-9358-c14152df5fdc,10.148.131.163,10.148.131.163,652928d8-65c8-43b5-9f06-0078059b0bf6,b58696a3-9983-4a64-afc1-983979523ab7,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,a2bbdabb-adc9-4a76-a6ab-767310c06a8e,rabbitmq-master-2-3ddae,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djqmg049-rabbitmq-master-2-3ddae-0,5328fcc1-2bd3-4625-b453-dac8c85f2f28,10.148.131.164,10.148.131.164,b908b20b-18d8-4e4c-9f3e-969f216a5d58,c07116cf-4073-4632-8a0f-2f68a1778ade,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,5e287727-8736-43dd-9b23-7708cc99c168,rabbitmq-core-1-607f1,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djqmg049-rabbitmq-core-1-607f1-0,790c0876-8f10-4c91-9f9e-0e38eac3bf62,10.148.131.169,10.148.131.169,9d0214fc-6bac-4a60-bf94-6762ac845a28,d8e1fcda-f13d-4e2d-b2c9-76c4cfad143d,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.160,
djgmq053,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jst131-025,e0a3ed8a-913d-4f73-84d8-95d239150242,rabbitmq-master-2-273e4,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq053-rabbitmq-master-2-273e4-0,d445331e-bba3-4455-a990-d0580c37b347,10.148.132.59,10.148.132.59,4dfb8ca9-770a-40ee-86d1-90d90c7df9df,1e942c4f-809d-41c3-b78e-766b944e9c05,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,e58b3622-3de2-43ed-aea2-842cf464241b,rabbitmq-core-1-72020,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq053-rabbitmq-core-1-72020-0,538c857c-1d41-45b9-b92f-950c1b1d7398,10.148.132.126,10.148.132.126,dd54e5d8-3743-45f1-b4ce-8e139eadcbc1,4ce1b81e-5ff8-46d8-9da0-fc4ad3dfe38c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,a771c8a9-4fb6-42d5-9e58-f7b67ab68c34,rabbitmq-master-1-16fb7,AMBARI,AMBARI_AGENT,HLW_HG4_Domain01,djgmq053-rabbitmq-master-1-16fb7-0,776308e7-66ab-4ff0-b1b0-3567bb848a87,10.148.132.121,10.148.132.121,04220589-74e4-49e7-86dc-f484514b0c9b,ae6a9044-86f4-4239-97a1-dd82b570df04,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.132.2,RABBITMQ
djgmq048,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,817295a0-f8df-4b64-ae36-5148046cd4f7,rabbitmq-master-1-f4fe4,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq048-rabbitmq-master-1-f4fe4-0,a1a62a48-fa1c-48b9-8332-59ab09fc0111,10.148.131.125,10.148.131.125,cb22c887-3664-4e41-a201-38abd8ddbba9,2e5c6b3b-0444-4f97-afb9-8057974f127e,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,9f46a020-2b96-474b-a6cc-486d1c726cbb,rabbitmq-master-2-15e18,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq048-rabbitmq-master-2-15e18-0,fe7a0aaf-b3ac-4355-92d2-a18dee4ae8e3,10.148.131.132,10.148.131.132,1ae13436-0114-4674-aef5-9f9b127a4eae,7cfc99be-edac-4206-8362-41f1ade6c388,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,fa433183-2493-4dff-bf04-2ddcf7d30547,rabbitmq-core-1-3c725,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq048-rabbitmq-core-1-3c725-0,d64cbeab-4630-49ff-aaae-b870e8380d0f,10.148.131.138,10.148.131.138,7fef379d-2d33-44a7-959e-4591d0314a7d,3dd3e2ed-fbd2-4b15-bcc2-58fe618c0f4c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.120,
djgmq044,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,26df044f-e6a9-4e1f-abd6-967d44e7693e,rabbitmq-master-1-8b2eb,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq044-rabbitmq-master-1-8b2eb-0,6636b54d-4495-4da7-accc-33636f3e7ea5,10.148.131.107,10.148.131.107,92c6b489-7597-49fc-a373-f0abf1c3c73a,ffa6a935-e501-4fdc-a49d-e5d402715a1c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,934b2417-33a1-4816-a036-06b4e1325db1,rabbitmq-master-2-1a6e1,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq044-rabbitmq-master-2-1a6e1-0,c3edb46e-8323-4bbb-9214-99fc255db4f0,10.148.131.108,10.148.131.108,884c1128-e029-4828-ad39-2246b584bb24,20e2b575-b859-4520-86f6-b3a9598cc373,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,857d9b11-3ddd-4387-acd3-d5ff7efff9c5,rabbitmq-core-1-8a0b9,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq044-rabbitmq-core-1-8a0b9-0,dd9bbb25-92f1-4495-b79e-7e667b744b19,10.148.131.109,10.148.131.109,b3dadde9-e9e6-4aa2-ae32-c86d410cda89,25943517-7e93-4d9f-9526-1054722b114f,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.111,
djgmq045,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,25713458-a3ae-4d36-95f2-b700d46a4c36,rabbitmq-master-1-a9f65,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq045-rabbitmq-master-1-a9f65-0,1a576e96-455a-46c2-9f19-a9d594c2ac4b,10.148.131.146,10.148.131.146,bf15928f-fda1-46a8-ad76-b9c0f1325292,eba8f821-b8f2-4a7e-bb78-57cee82bf73c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,c4006434-3aa5-4535-ad0b-f68bd1050b18,rabbitmq-master-2-b920c,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq045-rabbitmq-master-2-b920c-0,e35709bb-ff29-4da0-a117-274cf90f8306,10.148.131.161,10.148.131.161,04891d71-dbb0-44d8-9857-edf0ef99c93d,712115cc-b5f9-4624-8279-e6eba2dff1e8,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,4efa391c-7577-4a45-9cd7-728adceea1a7,rabbitmq-core-1-1b550,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq045-rabbitmq-core-1-1b550-0,3754652e-10c3-42c7-a7af-f2eac223a9d3,10.148.131.252,10.148.131.252,38cee20c-db29-4d20-abdc-aec17f3dfc16,af9b3221-ec9e-469f-ad99-714e47e506e4,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.100,
djgmq043,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,a431017c-92cd-463f-9f03-fbda26465be7,rabbitmq-master-1-fc5c6,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq043-rabbitmq-master-1-fc5c6-0,1b0cd50a-f117-493e-bafd-1f123da8a5a8,10.148.131.239,10.148.131.239,f97a9d64-9d85-4f9b-b037-571f9f7a9aeb,0c5563cf-70b6-46b2-a90f-483cd165ec35,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,8c7680b2-0702-427b-b215-1023d01b9958,rabbitmq-master-2-f11c9,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq043-rabbitmq-master-2-f11c9-0,265169cc-0043-4fd0-b7a0-563fc053d7a6,10.148.131.134,10.148.131.134,b44a919c-40c2-4844-a982-c6c18aaa99f6,44b5fcc9-8b37-4553-a4c7-a995cd0d308b,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,77d57f50-3205-4888-95d9-a020375dafa7,rabbitmq-core-1-2bd59,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq043-rabbitmq-core-1-2bd59-0,14d98725-db45-40a6-9a44-d944bae767b5,10.148.131.214,10.148.131.214,abcabea0-7c01-4ded-b1fd-d3c65b16f241,3e53cbaa-bfd8-4565-bd5a-57aa83f01cdb,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.98,
djgmq042,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,896911e8-42d1-4b2e-8716-ff67f848fde6,rabbitmq-master-1-9a57c,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq042-rabbitmq-master-1-9a57c-0,4dfc69be-a265-4cf1-b78b-01568996b93b,10.148.131.150,10.148.131.150,22ea8ff7-5ba3-4a7f-852b-80c5cc2b9217,0ae48b9a-3edd-4dd0-bf3e-9e91e40ae32c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,3a474b91-75b0-4665-b0b0-ef48008cd928,rabbitmq-master-2-61b93,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq042-rabbitmq-master-2-61b93-0,cd298eca-dbb2-419f-9386-f5c29f080b23,10.148.131.192,10.148.131.192,ad4e8e06-fe02-41a0-a4ae-ad570998b3d3,61e37952-6316-4db1-b5d6-b8bbd9836d95,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,aed60cbd-cd31-4e86-85fa-3a72f8755c6c,rabbitmq-core-1-012e5,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq042-rabbitmq-core-1-012e5-0,54f22ba2-ebfe-4966-8623-85818ec4d5e2,10.148.131.195,10.148.131.195,44341d64-7862-4e67-98b5-da63a4d861af,3bbab7b3-1ba5-4eda-9e79-05c66df9b5d4,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.96,
djgmq039,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,7af3c34e-e11b-4548-b12d-4201c966a6b9,rabbitmq-core-1-1e97a,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq039-rabbitmq-core-1-1e97a-0,189a42c7-0899-48cf-bfed-b90e78f75299,10.148.131.230,10.148.131.230,ec31e0ca-5434-4f5e-a1fb-3e16bc35681f,f7ed881c-1fee-46d8-98f4-f23742c111b8,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,78d23b68-b379-4cb0-94af-768ed79196a2,rabbitmq-master-1-e2bc6,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq039-rabbitmq-master-1-e2bc6-0,82c42539-b44a-45c3-94b6-33ca62eaa110,10.148.131.216,10.148.131.216,f646914d-ecb2-4595-b1ee-0719db3fa9a8,e9834d9c-1273-4353-8554-87bff8b283af,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,594c3c29-4ca8-4915-9b0e-7c437872b9bd,rabbitmq-master-2-da855,AMBARI_AGENT,AMBARI_SLAVE,HLW_HG4_Domain01,djgmq039-rabbitmq-master-2-da855-0,d5c7a9ac-1303-4e3e-a337-26d73b68ee2d,10.148.131.97,10.148.131.97,867bbd82-e08f-4437-a0ef-376be200cfa1,44c53e8d-e6da-4e9c-9b17-62a1c308d3ec,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.95,RABBITMQ
djgmq041,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,316a5f55-1517-46a2-ad13-d6b69b21e052,rabbitmq-core-1-509fe,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq041-rabbitmq-core-1-509fe-0,4d1cf73d-3dac-4679-b3fc-33b0351273c0,10.148.131.201,10.148.131.201,041a6d21-510b-4774-ac8d-d7143b6752a0,b1761ef4-4e75-49d5-9b0b-c4e23aca068f,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,04884cd1-8e5c-4dd5-88ea-ae18d6de66e1,rabbitmq-master-1-b9f2e,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq041-rabbitmq-master-1-b9f2e-0,447f1e52-d639-4bd7-9e87-c620270e2366,10.148.131.171,10.148.131.171,66aab87e-2052-4550-896e-a34ffd013c17,08b8de3a-a77b-42b0-abb7-49f17f3372fe,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,bc78527f-6db2-4e36-8ba5-10c9c0169a0c,rabbitmq-master-2-b1a33,AMBARI_AGENT,AMBARI_SLAVE,HLW_HG4_Domain01,djgmq041-rabbitmq-master-2-b1a33-0,0dd6e30a-32a1-438c-bbef-6213be4df085,10.148.131.154,10.148.131.154,98e095a9-fc29-472f-8df9-9332d46d7220,bfd7d4b9-e4c8-4067-95b2-b0afbe8e75f4,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.93,RABBITMQ
djgmq040,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,1ac8ca65-d23a-4c3f-85ce-20839faac9f1,rabbitmq-core-1-50a08,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq040-rabbitmq-core-1-50a08-0,91aa5bb5-4cd3-4e82-ad61-4ebe15d18990,10.148.131.168,10.148.131.168,19fc2c65-ece1-4489-9411-7cb9a3aff484,b8814aed-c46b-4c1a-aaf8-e4fbe9c70617,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,e8039110-e290-4a1b-b0bf-80dd272f168c,rabbitmq-master-1-69b35,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq040-rabbitmq-master-1-69b35-0,00902708-f7dd-4e29-8c06-ac58548d8734,10.148.131.129,10.148.131.129,64fb6bfc-7fc4-4126-9f56-11cc0b67d7f1,ad5a347a-45e5-4555-bfc4-293d223cc246,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,79dd706b-5f2e-4f12-a264-4e9ae5329a8b,rabbitmq-master-2-91678,AMBARI_AGENT,AMBARI_SLAVE,HLW_HG4_Domain01,djgmq040-rabbitmq-master-2-91678-0,958d50fd-22c9-4fc9-8205-30a1576e5762,10.148.131.128,10.148.131.128,213e1795-adc6-4ddb-a14a-aecfac3a9a31,99754883-2f98-4a17-bb35-e381048c1aac,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.89,RABBITMQ
djgmq037,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,d2c06835-9a06-4c5b-8096-40be1dfe23aa,rabbitmq-master-1-fbdba,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq037-rabbitmq-master-1-fbdba-0,5caa6df8-8253-4de1-8b6f-c2890feb0faf,10.148.131.110,10.148.131.110,6d365c59-1704-4b27-9888-64b76b719388,2813b54d-0a9e-4e92-b00b-b784e67806e3,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,7ce2ce59-773b-4d52-afc0-36292ad37b11,rabbitmq-core-1-e2f25,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq037-rabbitmq-core-1-e2f25-0,c159f07e-79e6-4a83-97d9-d132da15f8e9,10.148.131.183,10.148.131.183,453450aa-5a8c-4942-8dcc-511d4b1bc975,e1564301-314d-491c-a886-51efd3937c34,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,176d9a9a-ec8d-44fc-aeb0-b8d5c8dc6e0d,rabbitmq-master-2-a5198,AMBARI_AGENT,AMBARI_SLAVE,HLW_HG4_Domain01,djgmq037-rabbitmq-master-2-a5198-0,996d2191-3a72-4428-8d2c-38396239b946,10.148.131.228,10.148.131.228,170881d3-a210-4340-a506-0e6b6b0ab30e,29831c49-9997-4475-8252-98ed7732642a,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.81,RABBITMQ
djgmq038,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,00d9c615-5272-4d8f-b342-03ea80a6f502,rabbitmq-master-1-4c7aa,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq038-rabbitmq-master-1-4c7aa-0,11abcfdc-534f-4212-98f8-9c925977d736,10.148.131.227,10.148.131.227,0b1c6695-9114-4302-8c88-b7bec56c81d8,4aa0e578-10ef-4414-91f0-39252d8f2d55,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,5e3bed16-403b-4939-b011-8ff552f89d21,rabbitmq-master-2-794f5,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq038-rabbitmq-master-2-794f5-0,8773a5e6-b057-45a6-8405-a25668d23816,10.148.131.166,10.148.131.166,e13a5446-2eff-4aa3-8144-4f14d64990d4,0a2a3a61-3d67-48c9-b6a0-5e09468338dd,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,0b73ca9d-da60-42ad-84ff-7fa8587c18dc,rabbitmq-core-1-631ce,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq038-rabbitmq-core-1-631ce-0,3cef962c-9b20-4757-8acb-bb3a9cd0b03f,10.148.131.172,10.148.131.172,a6ae0bb8-a00a-4e19-803f-64de4b670e3d,ac2bbb93-252d-444b-bfaf-660234233f5c,1,2ab9156e-04fe-4b17-95d9-911d0df7ab39,8,16384,100,10.148.131.77,
djgmq034,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,6868affe-046d-456d-83da-b5367a2537ed,rabbitmq-master-2-e2405,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq034-rabbitmq-master-2-e2405-0,91b73e36-4fd9-4727-a702-fe2134c1dd74,10.148.131.247,10.148.131.247,a6e88fce-b8b8-4e23-a5f4-a5097187d3ce,b63c71c8-c943-4691-9c1b-5dc0a39b023a,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,4331b2e4-8c0d-4066-b127-98f9512f7b1d,rabbitmq-master-1-8d761,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq034-rabbitmq-master-1-8d761-0,0a261ad6-7955-4e6b-af27-aa17f5978257,10.148.131.210,10.148.131.210,3f9eca17-7747-4b2f-8e4a-f3e6fc60a95c,446ef43f-cff9-49b1-8ac1-7080fc8c65e3,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,c5f9e2a2-24e5-4ccd-9ed1-7e1e3856a7bb,rabbitmq-core-1-eb4f3,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq034-rabbitmq-core-1-eb4f3-0,df1ec68a-87fb-4384-bdb1-91f39013b49e,10.148.131.165,10.148.131.165,f122e17b-187b-47ee-9f60-609fd913b69b,0946ef9c-7118-4735-a2b6-1e157eb76f99,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,10.148.131.69,
djgmq035,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,da0480e9-e7d8-4490-8dd5-d1445e93464d,rabbitmq-master-2-9647c,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq035-rabbitmq-master-2-9647c-0,c4a67714-737e-47dd-819a-051ec8027927,10.148.131.177,10.148.131.177,c97ff53c-1cba-4695-b1b9-9e413235f318,2d83819d-78e8-49a0-b2dd-33029384be4c,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,877460e1-0eab-4a4c-b2e2-e1ba37a7c1b1,rabbitmq-core-1-2373c,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq035-rabbitmq-core-1-2373c-0,0f1df2be-763c-409f-8e51-276f9137079f,10.148.131.238,10.148.131.238,0d91bf3f-bbe3-417c-82cb-43e6fd27137e,a92b763f-5fd6-454a-8213-438ddbfc4c37,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,fb4ed8f2-ea8f-4921-91d1-ecb5ed3f67d4,rabbitmq-master-1-ee1ef,AMBARI,AMBARI_AGENT,HLW_HG4_Domain01,djgmq035-rabbitmq-master-1-ee1ef-0,2e4c2595-3d9e-4f4d-b4aa-0b2fa9ea8bf0,10.148.131.74,10.148.131.74,b30eb345-8daa-496c-8b21-53bf853c1fa0,9d4f35e3-9022-413c-acf3-1bafe241aeae,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,10.148.131.67,RABBITMQ
djgmq033,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,de3ee4a7-a1ff-4b18-b6b8-62eaf9530b02,rabbitmq-master-2-2a7fe,AMBARI_AGENT,AMBARI_SLAVE,RABBITMQ,HLW_HG4_Domain01,djgmq033-rabbitmq-master-2-2a7fe-0,58a848ab-0358-4f55-9f0f-3d3e2cfd7687,10.148.131.68,10.148.131.68,19755c7a-cbf3-4306-8dcc-08e4e109300b,ecfb31d0-e2a0-44a1-b5c4-4ad73fd713d3,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,c08d5425-1d53-4f2f-9630-15bfc2b27cb3,rabbitmq-core-1-162c5,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq033-rabbitmq-core-1-162c5-0,03cf42fb-ee06-4c7c-9a82-b85e7f178684,10.148.131.122,10.148.131.122,4abdcdcd-5e56-4fc4-bb53-b35712dc1801,2a7406f4-e182-4204-a360-8393e93aba1d,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,0c841a32-4e79-431f-9dfc-9bc73fb7bec5,rabbitmq-master-1-c341a,AMBARI,AMBARI_AGENT,HLW_HG4_Domain01,djgmq033-rabbitmq-master-1-c341a-0,d79eb9eb-87bf-495f-b95f-ca4c2f2bed70,10.148.131.219,10.148.131.219,680e680e-80a6-498a-a6d8-d646e51a6c80,2e2603b7-2ea9-438a-8778-a6509f2eab96,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,10.148.131.62,RABBITMQ
djgmq032,ACTIVE,3,f4f24bc9-5c6c-4880-a995-699489491f3d,HLW_HG4_Domain01,CAS,sztzyjy,hlw-海南省教育厅,jyt-131-0-24,a1220743-4f13-4863-b55e-f8a0f64d21aa,rabbitmq-core-1-f8920,AMBARI_AGENT,RABBITMQ,,HLW_HG4_Domain01,djgmq032-rabbitmq-core-1-f8920-0,14f08e2f-4872-41e6-94b2-82adf16824e7,10.148.131.76,10.148.131.76,a9fe1105-ed72-410a-94d9-450ce86d0ad1,41dda37e-922f-4f00-8535-eafa464feaed,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,b2f0e98b-ca32-45c5-be98-78a17215a953,rabbitmq-master-1-6f931,AMBARI,AMBARI_AGENT,RABBITMQ,HLW_HG4_Domain01,djgmq032-rabbitmq-master-1-6f931-0,989b3bed-eada-4b16-bc31-dbef0f9e7645,10.148.131.85,10.148.131.85,90758d91-fce1-4ba2-9bb3-9baa602dbb5f,a1cfdf18-6721-4980-9e03-03afb901dd66,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,e47d66ca-7ae8-48d1-8b7e-64648b739ce7,rabbitmq-master-2-5bc29,AMBARI_AGENT,AMBARI_SLAVE,HLW_HG4_Domain01,djgmq032-rabbitmq-master-2-5bc29-0,9db24ed0-e3ec-44c1-b09d-bf6b54128c40,10.148.131.182,10.148.131.182,c9df272e-2f7f-49b6-aba0-3d2bb3979e32,eb08fb4f-123e-41bd-a49e-0df4af6de59b,1,e41b192f-8e1d-4b61-9d4e-9607f02f2f1c,4,8192,100,10.148.131.59,RABBITMQ
